status,card_present,Tax_desc,Balance,Gender,Age,State,Amount,Movement,SalaryPerAnnum
2,0.80,1,2908.06,1,30,2.86,22.00,0,35160.72
1,0.00,2,4060.53,2,22,2.00,31.89,0,49109.04
1,0.00,0,3966.54,2,22,2.00,93.99,0,48726.36
1,0.00,0,103216.89,2,42,1.00,78.15,0,1239540.48
1,1.00,2,3907.81,2,22,2.00,58.73,0,47598.48
1,1.00,0,1043.17,2,37,1.00,6.11,0,12591.36
1,0.00,0,1073.65,1,40,1.00,24.15,0,13173.60
2,0.80,1,1896.08,1,23,2.86,18.00,0,22968.96
1,1.00,0,3448.32,2,52,5.00,18.82,0,41605.68
1,1.00,0,6628.63,2,28,6.00,15.24,0,79726.44
1,1.00,0,1355.34,1,25,5.00,11.68,0,16404.24
1,0.00,2,28450.49,1,43,2.00,36.50,0,341843.88
1,1.00,2,1036.34,2,37,1.00,6.83,0,12518.04
1,1.00,2,1760.73,2,24,2.00,546.94,0,27692.04
1,1.00,0,103165.32,2,42,3.00,51.57,0,1238602.68
1,1.00,2,50212.40,2,19,2.00,14.68,0,602724.96
1,0.00,0,2204.97,1,21,2.00,28.08,0,26796.60
1,0.00,2,5738.18,2,35,4.00,21.52,0,69116.40
1,1.00,0,50198.12,2,19,5.00,14.28,0,602548.80
1,1.00,0,1220.92,1,20,3.00,8.72,0,14755.68
1,1.00,0,1469.85,1,19,3.00,6.31,0,17713.92
1,1.00,2,1720.26,2,24,2.00,40.47,0,21128.76
1,1.00,0,6536.00,2,28,5.00,92.63,0,79543.56
1,1.00,0,2553.90,2,35,1.00,28.51,0,30988.92
1,1.00,2,1914.87,2,25,4.00,37.15,0,23424.24
1,1.00,0,1447.98,1,19,3.00,21.87,0,17638.20
1,1.00,0,1442.52,1,19,2.00,5.46,0,17375.76
2,0.80,1,29662.05,2,28,2.86,80.00,0,356904.60
1,0.00,0,1909.86,2,25,2.00,5.01,0,22978.44
1,1.00,2,1385.79,1,19,3.00,56.73,0,17310.24
1,1.00,2,1516.38,2,20,3.00,12.04,0,18341.04
2,0.80,1,54418.71,2,40,2.86,183.00,0,655220.52
2,0.80,1,30028.77,2,38,2.86,185.00,0,362565.24
2,0.80,3,6582.79,2,39,2.86,33.00,0,79389.48
1,0.00,2,1805.27,1,35,3.00,53.43,0,22304.40
2,0.80,1,1002.27,1,30,2.86,66.00,0,12819.24
2,0.80,1,1861.27,2,69,2.86,70.00,0,23175.24
2,0.80,1,2290.96,2,22,2.86,34.00,0,27899.52
2,0.80,1,1770.27,1,35,2.86,35.00,0,21663.24
2,0.80,3,186083.52,1,40,2.86,51.00,0,2233614.24
1,1.00,0,16161.93,1,34,4.00,18.60,0,194166.36
1,1.00,0,50178.87,2,19,5.00,19.25,0,602377.44
2,0.80,3,11111.76,2,24,2.86,39.00,0,133809.12
1,1.00,0,1462.14,1,43,2.00,18.55,0,17768.28
1,1.00,0,1174.56,2,37,3.00,50.57,0,14701.56
1,1.00,0,1366.25,1,19,3.00,19.54,0,16629.48
1,1.00,2,1491.29,2,20,3.00,25.09,0,18196.56
1,1.00,0,2195.47,1,21,2.00,9.50,0,26459.64
1,1.00,0,2156.82,1,21,3.00,38.65,0,26345.64
1,1.00,0,16153.94,1,34,8.00,7.99,0,193943.16
1,1.00,0,7867.58,2,23,3.00,14.04,0,94579.44
1,0.00,0,16140.55,1,34,4.00,13.39,0,193847.28
1,1.00,2,57959.46,2,33,2.00,17.39,0,695722.20
1,1.00,2,1340.64,1,25,5.00,14.70,0,16264.08
1,1.00,0,1298.80,1,41,2.00,14.24,0,15756.48
1,1.00,2,1067.44,1,40,1.00,6.21,0,12883.80
1,1.00,2,1021.48,1,40,1.00,45.96,0,12809.28
1,1.00,0,1753.44,1,35,4.00,16.83,0,21243.24
1,1.00,0,986.67,1,40,1.00,34.81,0,12257.76
2,0.80,4,5835.11,2,21,2.86,3578.65,1,112965.12
2,0.80,4,1726.28,1,34,2.86,1711.39,1,41252.04
2,0.80,1,1680.28,1,34,2.86,46.00,0,20715.36
2,0.80,1,50141.87,2,19,2.86,37.00,0,602146.44
2,0.80,4,1878.76,1,40,2.86,892.09,1,33250.20
2,0.80,4,4407.89,2,29,2.86,4405.30,1,105758.28
2,0.80,1,29986.77,2,38,2.86,42.00,0,360345.24
2,0.80,4,190299.56,1,40,2.86,4216.04,1,2334187.20
1,1.00,0,1474.54,2,20,3.00,16.75,0,17895.48
1,0.00,2,1459.35,2,20,3.00,15.19,0,17694.48
2,0.80,1,7766.58,2,23,2.86,101.00,0,94410.96
2,0.80,4,2616.39,1,35,2.86,862.95,1,41752.08
1,1.00,0,1337.95,1,25,5.00,2.69,0,16087.68
1,1.00,2,1336.71,1,19,3.00,29.54,0,16395.00
2,0.80,4,106396.58,2,42,2.86,3231.26,1,1315534.08
2,0.80,4,2664.60,2,43,2.86,2588.01,1,63031.32
2,0.80,4,1402.71,2,27,2.86,1396.23,1,33587.28
2,0.80,4,29114.92,1,43,2.86,664.43,1,357352.20
2,0.80,4,1483.02,1,24,2.86,1059.84,1,30514.32
2,0.80,4,5053.83,2,19,2.86,990.55,1,72532.56
2,0.80,1,5795.11,2,21,2.86,40.00,0,70021.32
2,0.80,4,2454.56,2,40,2.86,2280.36,1,56819.04
2,0.80,1,29642.05,2,28,2.86,20.00,0,355944.60
2,0.80,4,1681.07,1,30,2.86,1636.72,1,39813.48
2,0.80,3,947.27,1,30,2.86,55.00,0,12027.24
2,0.80,1,1177.95,1,25,2.86,160.00,0,16055.40
2,0.80,1,1874.08,1,23,2.86,22.00,0,22752.96
1,1.00,0,5728.67,2,35,3.00,9.51,0,68858.16
1,0.00,0,6523.89,2,28,5.00,12.11,0,78432.00
1,1.00,0,29629.39,2,28,3.00,12.66,0,355704.60
2,0.80,4,9637.69,2,20,2.86,3026.95,1,151975.68
2,0.80,1,29501.39,2,28,2.86,128.00,0,355552.68
2,0.80,1,1430.02,1,24,2.86,53.00,0,17796.24
2,0.80,4,9062.57,2,28,2.86,2538.68,1,139215.00
2,0.80,4,5314.17,1,19,2.86,3977.46,1,111499.56
1,0.00,0,2524.19,2,35,3.00,29.71,0,30646.80
1,1.00,2,1868.58,1,20,5.00,17.89,0,22637.64
1,1.00,2,1275.95,1,41,2.00,22.85,0,15585.60
1,1.00,0,1865.60,1,40,1.00,13.16,0,22545.12
2,0.80,1,1797.27,2,69,2.86,64.00,0,22335.24
2,0.80,1,106363.58,2,42,2.86,33.00,0,1276758.96
1,0.00,0,29969.33,2,38,3.00,17.44,0,359841.24
1,1.00,0,1435.25,1,43,2.00,26.89,0,17545.68
1,0.00,0,2430.08,2,44,2.00,21.80,0,29422.56
1,0.00,2,2063.89,1,21,2.00,92.93,0,25881.84
1,1.00,2,57937.15,2,33,2.00,22.31,0,695513.52
1,1.00,0,2479.10,2,35,1.00,45.09,0,30290.28
1,1.00,2,1239.13,1,41,2.00,36.82,0,15311.40
2,0.80,1,29835.33,2,38,2.86,134.00,0,359631.96
2,0.80,1,5022.83,2,19,2.86,31.00,0,60645.96
1,1.00,2,1902.77,2,25,3.00,7.09,0,22918.32
2,0.80,1,6647.49,2,26,2.86,61.00,0,80501.88
1,1.00,2,11102.53,2,24,3.00,9.23,0,133341.12
1,1.00,2,5286.04,1,19,5.00,28.13,0,63770.04
2,0.80,5,1205.42,2,30,2.86,134.00,0,16073.04
2,0.80,3,1305.05,1,35,2.86,17.00,0,15864.60
2,0.80,5,4364.89,2,29,2.86,43.00,0,52894.68
2,0.80,3,2043.89,1,21,2.86,20.00,0,24766.68
2,0.80,1,29471.39,2,28,2.86,30.00,0,354016.68
1,1.00,0,1449.22,2,20,3.00,10.13,0,17512.20
2,0.80,3,5545.25,2,38,2.86,42.00,0,67047.00
2,0.80,1,4194.53,1,39,2.86,21.00,0,50586.36
2,0.80,1,9598.69,2,20,2.86,39.00,0,115652.28
2,0.80,1,2487.50,2,20,2.86,34.00,0,30258.00
1,1.00,2,7242.68,2,23,3.00,523.90,0,93198.96
2,0.80,1,1269.05,1,35,2.86,36.00,0,15660.60
2,0.80,3,29442.39,2,28,2.86,29.00,0,353656.68
2,0.80,1,5209.29,1,19,2.86,54.00,0,63159.48
2,0.80,1,5009.29,1,19,2.86,200.00,0,62511.48
1,1.00,0,9056.22,2,28,5.00,6.35,0,108750.84
1,0.00,2,4120.92,2,19,6.00,18.71,0,49675.56
1,1.00,0,16115.62,1,34,8.00,24.93,0,193686.60
1,1.00,0,5697.08,2,35,3.00,31.59,0,68744.04
1,0.00,0,1701.65,2,24,2.00,18.61,0,20643.12
1,1.00,0,33108.10,2,42,2.00,52.00,0,397921.20
1,1.00,2,1160.40,1,25,2.00,17.55,0,14135.40
1,1.00,2,1814.26,1,40,2.00,51.34,0,22387.20
1,0.00,0,2636.86,1,27,5.00,23.46,0,31923.84
1,1.00,0,1147.60,1,25,5.00,12.80,0,13924.80
1,1.00,2,1805.08,1,40,5.00,9.18,0,21771.12
1,1.00,0,5263.29,1,19,1.00,22.75,0,63432.48
1,1.00,0,6633.04,2,26,2.00,14.45,0,79769.88
1,1.00,0,1569.46,2,24,1.00,132.19,0,20419.80
1,1.00,2,2613.71,1,27,5.00,23.15,0,31642.32
2,0.80,1,1224.05,1,35,2.86,45.00,0,15228.60
2,0.80,4,4138.72,2,18,2.86,4132.23,1,99251.40
1,0.00,0,957.37,2,37,3.00,78.97,0,12436.08
1,1.00,0,5690.18,2,35,8.00,6.90,0,68364.96
1,1.00,2,258285.94,2,46,2.00,2013.08,0,3123588.24
1,1.00,2,5667.78,2,35,4.00,22.40,0,68282.16
1,1.00,2,1783.86,1,40,1.00,21.22,0,21660.96
1,1.00,2,2604.08,1,27,3.00,9.63,0,31364.52
2,0.80,4,3667.29,1,35,2.86,2443.24,1,73326.36
1,1.00,0,1241.98,2,20,3.00,207.24,0,17390.64
2,0.80,4,1236.10,2,31,2.86,996.24,1,26788.08
1,1.00,2,1761.39,1,40,1.00,22.47,0,21406.32
2,0.80,1,16076.62,1,34,2.86,39.00,0,193387.44
2,0.80,4,792.70,1,18,2.86,761.33,1,18648.36
2,0.80,1,1803.77,2,25,2.86,99.00,0,22833.24
2,0.80,3,1661.08,1,23,2.86,213.00,0,22488.96
2,0.80,1,1374.71,2,27,2.86,28.00,0,16832.52
2,0.80,4,2507.96,1,21,2.86,1037.07,1,42540.36
1,0.00,0,2596.82,1,27,5.00,7.26,0,31248.96
2,0.80,1,1115.60,1,25,2.86,32.00,0,13771.20
2,0.80,4,17127.02,2,24,2.86,6024.49,1,277818.12
1,1.00,0,6623.52,2,26,2.00,9.52,0,79596.48
2,0.80,4,1011.87,1,53,2.86,970.47,1,23788.08
2,0.80,4,34865.92,2,42,2.86,1757.82,1,439484.88
1,1.00,2,1557.61,2,24,2.00,11.85,0,18833.52
2,0.80,3,2053.81,2,22,2.86,1854.00,0,46893.72
2,0.80,4,1002.38,2,38,2.86,1002.13,1,24054.12
2,0.80,4,1628.18,2,20,2.86,1099.70,1,32734.56
2,0.80,4,1289.91,1,47,2.86,1272.47,1,30748.56
2,0.80,4,3725.95,1,34,2.86,3517.61,1,86922.72
2,0.80,4,987.16,2,23,2.86,982.71,1,23638.44
1,1.00,0,1228.08,2,20,3.00,13.90,0,14903.76
1,1.00,0,2488.33,1,21,3.00,19.63,0,30095.52
2,0.80,1,13412.19,1,46,2.86,45.00,0,161486.28
2,0.80,3,29806.33,2,38,2.86,29.00,0,358023.96
2,0.80,1,190270.56,1,40,2.86,29.00,0,2283594.72
1,1.00,2,17029.05,2,24,3.00,97.97,0,205524.24
1,0.00,0,2468.31,1,21,5.00,20.02,0,29859.96
2,0.80,1,3428.32,2,52,2.86,20.00,0,41379.84
2,0.80,1,6548.79,2,39,2.86,34.00,0,78993.48
1,1.00,0,1092.01,1,25,5.00,23.59,0,13387.20
1,1.00,0,5952.29,2,26,2.00,671.23,0,79482.24
2,0.80,5,2691.88,2,22,2.86,158.00,0,34198.56
1,0.00,2,954.74,1,43,3.00,480.51,0,17223.00
1,1.00,2,4135.85,2,18,1.00,2.87,0,49664.64
2,0.80,1,29239.62,2,21,2.86,135.00,0,352495.44
1,1.00,2,2458.78,1,21,3.00,9.53,0,29619.72
1,0.00,2,15983.87,1,34,4.00,92.75,0,192919.44
2,0.80,1,2013.81,2,22,2.86,40.00,0,24645.72
1,1.00,2,1776.93,2,25,2.00,26.84,0,21645.24
1,0.00,0,9027.66,2,28,3.00,28.56,0,108674.64
1,1.00,2,2435.76,1,21,5.00,23.02,0,29505.36
1,1.00,2,2448.38,2,35,1.00,30.72,0,29749.20
1,1.00,0,1913.92,1,40,3.00,42.66,0,23478.96
2,0.80,3,2433.56,2,40,2.86,21.00,0,29454.72
2,0.80,1,4093.92,2,19,2.86,27.00,0,49451.04
1,1.00,0,2407.71,1,21,3.00,28.05,0,29229.12
2,0.80,3,7217.68,2,23,2.86,25.00,0,86912.16
2,0.80,3,2625.60,2,43,2.86,39.00,0,31975.20
1,1.00,2,4891.70,1,19,3.00,117.59,0,60111.48
2,0.80,1,5362.25,2,38,2.86,183.00,0,66543.00
2,0.80,3,258263.94,2,46,2.86,22.00,0,3099431.28
2,0.80,1,3852.05,1,26,2.86,55.00,0,46884.60
2,0.80,1,1231.91,1,47,2.86,58.00,0,15478.92
1,0.00,0,5944.75,2,26,3.00,7.54,0,71427.48
1,1.00,0,2468.94,2,20,2.00,18.56,0,29850.00
1,1.00,0,2453.80,2,20,2.00,15.14,0,29627.28
1,1.00,2,29111.99,1,43,2.00,2.93,0,349379.04
1,1.00,0,1895.24,1,40,3.00,18.68,0,22967.04
2,0.80,3,4169.53,1,39,2.86,25.00,0,50334.36
2,0.80,1,1200.10,2,31,2.86,36.00,0,14833.20
2,0.80,1,3591.95,1,34,2.86,134.00,0,44711.40
1,1.00,2,1504.88,2,24,2.00,52.73,0,18691.32
1,1.00,0,18585.42,1,38,2.00,11.19,0,223159.32
1,0.00,2,15915.31,1,34,3.00,68.56,0,191806.44
1,1.00,0,17017.72,2,24,1.00,11.33,0,204348.60
1,1.00,0,1857.01,1,20,3.00,11.57,0,22422.96
1,1.00,2,994.98,2,38,3.00,7.40,0,12028.56
1,0.00,2,1767.42,2,25,1.00,9.51,0,21323.16
1,0.00,2,8990.46,2,28,5.00,37.20,0,108331.92
1,1.00,0,9592.93,2,20,8.00,5.76,0,115184.28
1,0.00,2,1091.43,2,37,3.00,83.13,0,14094.72
1,1.00,2,17012.50,2,24,1.00,5.22,0,204212.64
2,0.80,1,1729.39,1,40,2.86,32.00,0,21136.68
2,0.80,3,1181.92,1,20,2.86,39.00,0,14651.04
2,0.80,1,2256.96,2,22,2.86,34.00,0,27491.52
2,0.80,1,1345.71,2,27,2.86,29.00,0,16496.52
2,0.80,1,3091.59,2,21,2.86,30.00,0,37459.08
2,0.80,1,3203.95,1,34,2.86,388.00,0,43103.40
1,1.00,2,3073.42,2,21,2.00,18.17,0,37099.08
1,1.00,2,13128.15,2,42,3.00,45.50,0,158083.80
1,1.00,2,1602.43,2,20,2.00,25.75,0,19538.16
1,1.00,2,2447.18,2,20,2.00,6.62,0,29445.60
1,1.00,2,973.25,1,53,1.00,38.62,0,12142.44
1,1.00,2,2426.93,2,20,2.00,20.25,0,29366.16
1,0.00,2,2572.58,1,27,5.00,24.24,0,31161.84
1,1.00,2,1742.73,2,25,6.00,24.69,0,21209.04
2,0.80,1,1907.81,2,22,2.86,106.00,0,24165.72
2,0.80,4,3173.24,1,19,2.86,2485.37,1,67903.32
2,0.80,4,3287.56,1,23,2.86,1626.48,1,58968.48
2,0.80,1,3806.05,1,26,2.86,46.00,0,46224.60
2,0.80,3,2515.58,1,27,2.86,57.00,0,30870.96
2,0.80,4,3675.24,2,22,2.86,983.36,1,55903.20
2,0.80,1,1355.02,1,24,2.86,75.00,0,17160.24
1,1.00,0,5583.57,2,35,3.00,84.21,0,68013.36
1,1.00,0,1072.46,1,25,5.00,19.55,0,13104.12
2,0.80,3,1716.73,2,25,2.86,26.00,0,20912.76
2,0.80,4,2316.26,1,21,2.86,2306.63,1,55474.68
2,0.80,4,1151.74,1,43,2.86,1068.04,1,26637.36
1,1.00,0,1852.91,1,20,3.00,4.10,0,22284.12
1,1.00,2,3066.16,2,21,3.00,7.26,0,36881.04
1,1.00,2,3042.44,2,21,2.00,23.72,0,36793.92
2,0.80,4,1343.65,1,26,2.86,1013.67,1,28287.84
2,0.80,1,4308.89,2,29,2.86,56.00,0,52378.68
1,1.00,0,3654.59,2,22,3.00,20.65,0,44102.88
1,1.00,0,1839.04,1,20,5.00,13.87,0,22234.92
1,0.00,2,3376.37,2,52,3.00,51.95,0,41139.84
1,0.00,0,5930.29,2,26,2.00,14.46,0,71337.00
1,1.00,2,16993.23,2,24,1.00,19.27,0,204150.00
1,0.00,2,3150.43,1,34,7.00,53.52,0,38447.40
2,0.80,1,29771.33,2,38,2.86,35.00,0,357675.96
1,1.00,2,7195.30,2,23,3.00,22.38,0,86612.16
1,1.00,0,1476.90,2,24,2.00,27.98,0,18058.56
1,0.00,0,4819.56,1,25,1.00,35.87,0,58265.16
1,1.00,2,3636.94,2,22,3.00,17.65,0,43855.08
1,1.00,0,4869.26,1,19,3.00,22.44,0,58700.40
1,1.00,2,4051.95,2,19,2.00,41.97,0,49127.04
1,1.00,0,2503.71,1,27,5.00,11.87,0,30186.96
2,0.80,1,5740.11,2,21,2.86,55.00,0,69541.32
2,0.80,1,1146.92,1,20,2.86,35.00,0,14183.04
2,0.80,4,1477.59,2,26,2.86,1098.91,1,30918.00
1,1.00,2,1336.08,1,26,1.00,7.57,0,16123.80
1,1.00,2,1046.84,2,37,8.00,44.59,0,13097.16
1,1.00,0,2414.32,2,44,3.00,15.76,0,29160.96
2,0.80,4,1951.42,1,30,2.86,1158.15,1,37314.84
2,0.80,4,2840.39,2,69,2.86,1043.12,1,46602.12
2,0.80,1,1874.81,2,22,2.86,33.00,0,22893.72
2,0.80,4,2542.41,1,20,2.86,1395.49,1,47254.80
2,0.80,4,6691.71,2,19,2.86,2639.76,1,111977.64
2,0.80,1,3756.05,1,26,2.86,50.00,0,45672.60
2,0.80,1,29284.39,2,28,2.86,158.00,0,353308.68
1,0.00,2,2387.78,1,21,5.00,19.93,0,28892.52
1,1.00,2,1850.22,1,40,5.00,45.02,0,22742.88
1,1.00,0,4799.62,1,19,3.00,69.64,0,58431.12
1,1.00,0,4540.66,1,19,3.00,258.96,0,57595.44
1,1.00,0,2482.97,1,27,5.00,20.74,0,30044.52
2,0.80,1,6500.79,2,39,2.86,48.00,0,78585.48
1,1.00,2,9574.89,2,20,8.00,18.04,0,115115.16
1,1.00,0,5917.12,2,26,2.00,13.17,0,71163.48
1,1.00,2,1684.96,1,40,1.00,44.43,0,20752.68
2,0.80,1,6674.71,2,19,2.86,17.00,0,80300.52
2,0.80,1,3254.56,1,23,2.86,33.00,0,39450.72
2,0.80,3,2449.97,1,27,2.86,33.00,0,29795.64
2,0.80,5,34829.92,2,42,2.86,36.00,0,418391.04
2,0.80,1,3563.94,2,22,2.86,73.00,0,43643.28
1,1.00,0,6479.27,2,39,2.00,21.52,0,78009.48
1,1.00,0,1595.74,2,20,2.00,6.69,0,19229.16
2,0.80,3,1196.13,1,41,2.86,43.00,0,14869.56
2,0.80,5,1278.71,2,27,2.86,67.00,0,16148.52
1,1.00,2,4294.99,2,19,5.00,727.84,0,60273.96
1,1.00,2,1830.26,1,40,4.00,19.96,0,22202.64
2,0.80,1,4507.66,1,19,2.86,33.00,0,54487.92
1,1.00,2,9561.21,2,20,5.00,13.68,0,114898.68
1,1.00,2,4286.27,2,19,5.00,8.72,0,51539.88
1,1.00,0,2367.10,1,21,5.00,20.68,0,28653.36
2,0.80,1,1448.59,2,26,2.86,29.00,0,17731.08
2,0.80,1,6447.27,2,39,2.86,32.00,0,77751.24
2,0.80,1,4253.74,2,29,2.86,39.00,0,51512.88
1,1.00,0,4292.74,2,29,1.00,16.15,0,51706.68
1,0.00,0,7170.15,2,23,3.00,25.15,0,86343.60
1,1.00,2,5884.84,2,26,3.00,32.28,0,71005.44
1,1.00,0,1437.00,2,26,5.00,11.59,0,17383.08
2,0.80,3,2609.60,2,43,2.86,16.00,0,31507.20
2,0.80,3,12969.15,2,42,2.86,159.00,0,157537.80
2,0.80,1,54371.71,2,40,2.86,47.00,0,653024.52
2,0.80,3,1754.26,1,40,2.86,76.00,0,21963.12
2,0.80,1,9522.21,2,20,2.86,39.00,0,114734.52
2,0.80,1,1174.13,1,41,2.86,22.00,0,14353.56
1,1.00,2,13376.28,1,46,3.00,35.91,0,160946.28
1,1.00,0,1587.29,2,20,2.00,8.45,0,19148.88
1,1.00,2,1671.68,1,40,1.00,13.28,0,20219.52
2,0.80,1,6641.71,2,19,2.86,33.00,0,80096.52
1,1.00,2,1662.62,1,40,1.00,9.06,0,20060.16
2,0.80,1,1026.46,1,25,2.86,46.00,0,12869.52
2,0.80,1,2861.06,1,30,2.86,47.00,0,34896.72
2,0.80,1,3634.29,1,35,2.86,33.00,0,44007.48
1,1.00,2,1637.00,1,40,1.00,25.62,0,19951.44
1,1.00,2,932.88,1,43,2.00,218.86,0,13820.88
1,1.00,2,18561.29,1,38,2.00,24.13,0,223025.04
1,1.00,2,6432.01,2,39,2.00,15.26,0,77367.24
1,1.00,2,7145.46,2,23,3.00,24.69,0,86041.80
2,0.80,1,15888.31,1,34,2.86,27.00,0,190983.72
2,0.80,3,2277.26,1,21,2.86,39.00,0,27795.12
1,1.00,0,5848.45,2,26,2.00,36.39,0,70618.08
1,1.00,0,2352.84,1,21,5.00,14.26,0,28405.20
1,1.00,0,1470.82,2,24,2.00,6.08,0,17722.80
1,1.00,0,3022.94,2,21,2.00,19.50,0,36509.28
1,1.00,0,2997.91,2,21,6.00,25.03,0,36275.28
1,1.00,0,1165.88,2,30,1.00,39.54,0,14465.04
1,1.00,0,1017.09,1,25,5.00,9.37,0,12317.52
1,0.00,2,1181.79,2,31,3.00,18.31,0,14401.20
1,1.00,0,1400.69,2,26,5.00,36.31,0,17244.00
1,0.00,2,7093.67,2,23,3.00,51.79,0,85745.52
2,0.80,1,57825.15,2,33,2.86,112.00,0,695245.80
1,1.00,2,50133.21,2,19,5.00,8.66,0,601702.44
1,0.00,0,4225.89,2,19,5.00,60.38,0,51435.24
2,0.80,1,1413.90,2,24,2.86,41.00,0,17458.80
2,0.80,4,3275.64,1,41,2.86,2101.51,1,64525.80
2,0.80,4,4676.76,1,26,2.86,920.71,1,67169.64
2,0.80,3,1204.08,2,20,2.86,24.00,0,14736.96
2,0.80,4,4386.28,1,19,2.86,3676.94,1,96758.64
2,0.80,1,1185.91,1,47,2.86,46.00,0,14782.92
1,1.00,0,7063.92,2,23,3.00,29.75,0,85124.04
1,1.00,2,1170.88,2,31,3.00,10.91,0,14181.48
1,0.00,2,2750.25,2,21,3.00,247.66,0,35974.92
1,1.00,0,1454.90,2,24,2.00,15.92,0,17649.84
1,1.00,2,1619.41,1,40,1.00,17.59,0,19644.00
1,1.00,0,1611.72,1,40,1.00,7.69,0,19432.92
2,0.80,4,51237.54,2,78,2.86,782.42,1,624239.52
2,0.80,4,3683.89,2,44,2.86,2887.34,1,78854.76
2,0.80,1,29136.39,2,28,2.86,148.00,0,351412.68
2,0.80,3,2375.38,2,35,2.86,73.00,0,29380.56
2,0.80,5,190229.56,1,40,2.86,41.00,0,2283246.72
2,0.80,1,2693.60,2,21,2.86,35.00,0,32743.20
1,1.00,2,2728.60,2,21,2.00,21.65,0,33003.00
2,0.80,1,2411.93,2,20,2.86,15.00,0,29123.16
2,0.80,4,1984.70,2,42,2.86,1681.58,1,43995.36
1,1.00,0,50112.18,2,19,5.00,21.03,0,601598.52
1,0.00,0,57740.39,2,33,1.00,84.76,0,693901.80
1,1.00,0,5571.54,2,35,3.00,12.03,0,67002.84
2,0.80,1,6372.01,2,39,2.86,60.00,0,77184.12
2,0.80,4,3512.95,2,20,2.86,2320.30,1,69999.00
2,0.80,1,25518.87,1,50,2.86,171.00,0,308278.44
2,0.80,4,2200.13,2,22,2.86,1928.97,1,49549.20
1,1.00,2,3236.68,1,41,2.00,38.96,0,39307.68
1,1.00,2,4213.97,2,19,5.00,11.92,0,50710.68
1,0.00,2,1192.65,2,20,3.00,11.43,0,14448.96
1,1.00,0,2663.73,2,21,2.00,29.87,0,32323.20
1,1.00,2,1399.51,2,24,2.00,14.39,0,16966.80
2,0.80,4,3010.65,2,44,2.86,596.33,1,43283.76
2,0.80,1,1578.72,1,40,2.86,33.00,0,19340.64
2,0.80,1,29010.99,1,43,2.86,101.00,0,349343.88
1,1.00,0,16980.86,2,24,1.00,12.37,0,203918.76
1,0.00,2,1330.27,1,26,1.00,5.81,0,16032.96
1,0.00,0,57728.24,2,33,2.00,12.15,0,692884.68
1,0.00,0,18541.66,1,38,2.00,19.63,0,222735.48
1,1.00,2,1735.38,1,40,4.00,18.88,0,21051.12
1,1.00,0,1310.69,1,26,1.00,19.58,0,15963.24
1,1.00,0,1345.20,1,24,2.00,9.82,0,16260.24
1,1.00,2,2382.25,2,40,3.00,51.31,0,29202.72
1,1.00,0,4204.58,2,19,4.00,9.39,0,50567.64
2,0.80,3,1218.69,1,26,2.86,92.00,0,15728.28
2,0.80,4,1963.59,2,37,2.86,916.75,1,34564.08
1,1.00,2,2652.49,2,21,2.00,11.24,0,31964.76
1,1.00,0,18516.39,1,38,2.00,25.27,0,222499.92
1,1.00,2,1328.84,1,24,2.00,16.36,0,16142.40
1,0.00,2,18509.77,1,38,2.00,6.62,0,222196.68
2,0.80,1,3668.89,2,44,2.86,15.00,0,44206.68
2,0.80,1,1249.71,2,27,2.86,29.00,0,15344.52
2,0.80,4,1546.67,1,18,2.86,1537.68,1,37012.20
2,0.80,4,3506.06,2,25,2.86,2687.85,1,74326.92
2,0.80,1,3113.43,1,34,2.86,37.00,0,37805.16
2,0.80,4,1698.46,1,35,2.86,725.32,1,29085.36
1,1.00,0,15821.76,1,34,5.00,66.55,0,190659.72
1,1.00,0,5727.18,2,21,5.00,12.93,0,68881.32
1,1.00,2,1699.68,1,40,4.00,35.70,0,20824.56
1,1.00,0,6357.70,2,39,2.00,14.31,0,76464.12
2,0.80,1,7022.92,2,23,2.86,41.00,0,84767.04
2,0.80,1,190208.56,1,40,2.86,21.00,0,2282754.72
1,1.00,0,29743.02,2,38,3.00,28.31,0,357255.96
1,1.00,0,2269.57,1,21,7.00,7.69,0,27327.12
1,1.00,0,975.99,1,25,5.00,41.10,0,12205.08
2,0.80,3,2427.41,1,20,2.86,115.00,0,30508.92
2,0.80,1,258213.94,2,46,2.86,50.00,0,3099167.28
1,1.00,0,16969.35,2,24,1.00,11.51,0,203770.32
1,0.00,2,1209.02,1,26,1.00,9.67,0,14624.28
1,1.00,2,1941.57,1,30,2.00,9.85,0,23417.04
2,0.80,1,3627.89,2,44,2.86,41.00,0,44026.68
1,1.00,2,16958.50,2,24,1.00,10.85,0,203632.20
1,1.00,0,2393.79,2,20,2.00,18.14,0,28943.16
1,1.00,2,1206.01,1,26,1.00,3.01,0,14508.24
2,0.80,3,54283.71,2,40,2.86,88.00,0,652460.52
2,0.80,5,8932.46,2,28,2.86,58.00,0,107885.52
1,1.00,2,1642.07,2,25,3.00,74.66,0,20600.76
1,1.00,2,4199.50,2,19,5.00,5.08,0,50454.96
1,1.00,0,1201.98,1,26,3.00,4.03,0,14472.12
2,0.80,1,4787.56,1,25,2.86,32.00,0,57834.72
2,0.80,1,3468.89,2,44,2.86,159.00,0,43534.68
2,0.80,1,5535.54,2,35,2.86,36.00,0,66858.48
2,0.80,1,106176.58,2,42,2.86,187.00,0,1276362.96
2,0.80,1,4117.53,1,39,2.86,52.00,0,50034.36
